"Transit workers are being attacked every day, often while buses are moving, putting bus drivers and riders in harm's way. That's why I strongly support the Transit Worker and Pedestrian Protection Act to protect our workers from harm while doing their job.https://twitter.com/ATUComm/status/1216719597359042561 …",opinion
"Trump sólo está interesado en políticas que atacan la dignidad de la comunidad Latina y asustan a los votantes para que se presenten en las urnas el día de las elecciones, sin interés por abordar los desafíos reales que enfrenta nuestro hemisferio.https://www.elnuevoherald.com/opinion-es/article231869068.html …","critizicing, others"
"Everyone does better when women are able to rise as high as their talents will take them. On this International Women’s Day, we honor all the brave women who have spoken out this year, and we recognize that our fight is still far from finished. https://www.facebook.com/joebiden/posts/10155077090861104 … # IWD2018",opinion
"It is our moral responsibility to end gender-based violence. And as president, I will lead the global effort to end sexual violence. # 16Dayshttps://joebiden.com/vawa/","opinion, themselves"
How do we make it better?' Listen to VP Biden preview the State of the Union address: http://bit.ly/1yE4o8K # SOTUpic.twitter.com/6UZbvWaGRR,themselves
We have a president more interested in beating people at golf than beating COVID-19.,"critizicing, others"
Climate change poses an existential threat to our future — and we are running out of time to address it. We have to get Donald Trump out of the White House and rally the world to meet the urgency of this moment.pic.twitter.com/7kNfqn3EGi,"opinion, others"
"Eight years ago today, and the progress we've made is remarkable. —Joe http://bit.ly/2bDaa7y pic.twitter.com/uTNNqr37ss","praising, themselves"
"Donald Trump looks at this violence and sees a political lifeline. He failed to protect America, so now he's trying to scare America.pic.twitter.com/BCoO4gS2zE","critizicing, others"
We're fighting for the middle-class workers who make America great. Follow along as VP Biden is back in Ohio today.pic.twitter.com/lJUMetkav0,opinion
Remember: every example of violence Donald Trump decries has happened on his watch. Under his leadership. During his presidency.,"critizicing, others"
I’m running for president because we are in a battle for the soul of this nation. It’s time for us to pick our heads up and remember who we are — this is the United States of America. There’s not a single thing we can’t do.,"praising, themselves"
"I know from personal experience how important access to quality, affordable health care is for a family. I know the peace of mind it brings. It's why as president, I promise I'll protect your children's health care as if they were my own.pic.twitter.com/kqiKt8ISXj","opinion, themselves"
America is at an inflection point. The calls for racial justice that sparked the March on Washington 57 years ago are ringing out again today. As we honor the legacy of that day — let's meet this moment with the urgency and action that our heroes marched for half a century ago.pic.twitter.com/Bs0SccjnxN,opinion
Leadership requires foresight.https://twitter.com/JoeBiden/status/1187829299207954437 …,opinion
President Trump & Betsy DeVos continue to roll back our progress on LGBTQ rights. No child should feel unsafe in school because of their sexual orientation or gender identity. A Biden administration will ensure all of our young people are affirmed & accepted exactly as they are.https://twitter.com/nytimes/status/1155912135215603712 …,"opinion, others"
"Donald Trump has been president for almost four years. The temperature in the country is higher, tensions run stronger, divisions run deeper. And all of us are less safe because he can’t do the job of the American president.","critizicing, others"
I know I would not be standing here today as Vice President without you all – without the American Labor movement.' -VP Biden,themselves
"The simple truth is Donald Trump failed to protect America. So now, he’s trying to scare America.","critizicing, others"
"Dreamers are Americans. We should never endanger or throw into question their ability to contribute to our nation, but to do so in a moment of national crisis is beyond misguided.https://medium.com/@JoeBiden/statement-from-vice-president-joe-biden-on-the-need-to-protect-dreamers-54abc6f9ca0b …",opinion
The Trump Administration’s “Infrastructure Weeks” are a joke — but our crumbling roads and bridges are not. We need a transformational investment in America’s infrastructure and future: http://JoeBiden.com/Infrastructure pic.twitter.com/JkONIQrBcA,"opinion, critizicing, others"
"On every issue that matters most to our security, Donald Trump has no clue what it takes to lead this great country.' -VP Biden","critizicing, others"
"I am grateful for your friendship and leadership, @ AbeShinzo. I’m sad to see you step down, but I know the strong alliance between our countries and peoples will continue for generations to come. Wishing you good health in the years ahead, my friend.pic.twitter.com/M0cMT5y9Dd","praising, others"
"Donald Trump promised to be the greatest jobs president God ever created. Instead, tens of millions of Americans are out of work and we're facing the worst economic crisis since the Great Depression. # PromisesBrokenhttps://www.keepamericagreat.com/","critizicing, others"
"Tonight is yet another reminder of what's at stake in this election. Who we are, what we stand for, and who we want to be — it's all on the ballot this November. We have to beat Donald Trump. Chip in to help us do it:https://joe.link/32vfFO1",none_of_the_above
Trump and Pence are running on this: “You won’t be safe in Joe Biden’s America.” And what’s their proof? The violence you’re seeing in Donald Trump’s America.,"critizicing, others"
He has no clue. Period.” –VP Biden on Donald Trump # DemsInPhilly,"critizicing, others"
Scranton families like the Bidens know the meaning of hard work and giving your kids a better life.pic.twitter.com/MQoe5IxJUb,"praising, themselves"
"Those are the values that Joe Biden brought to the White House & they're the values @ HillaryClinton will bring, too.pic.twitter.com/crrQwousyw","praising, themselves, others"
America was built on a simple idea: All men — and women — are created equal. It’s time we ensured all people are treated equally as well.,opinion
"Together, we will beat Donald Trump.",others
